adcode,name,shortName,unitType,parentAdcode,provinceName,region7,region4,capital,playable_3d,contentTier,packId,status,aliases
230700,伊春市,,prefecture_city,230000,黑龙江省,东北,北方地区,伊春,false,B,,placeholder,
230800,佳木斯市,,prefecture_city,230000,黑龙江省,东北,北方地区,佳木斯,false,B,,placeholder,
230900,七台河市,,prefecture_city,230000,黑龙江省,东北,北方地区,七台河,false,B,,placeholder,
231000,牡丹江市,,prefecture_city,230000,黑龙江省,东北,北方地区,牡丹江,false,B,,placeholder,
231100,黑河市,,prefecture_city,230000,黑龙江省,东北,北方地区,黑河,false,B,,placeholder,
231200,绥化市,,prefecture_city,230000,黑龙江省,东北,北方地区,绥化,false,B,,placeholder,
232700,大兴安岭地区,,prefecture,230000,黑龙江省,东北,北方地区,大兴安岭,false,C,,placeholder,
320100,南京市,,prefecture_city,320000,江苏省,华东,南方地区,南京,true,S,nanjing,live,
320200,无锡市,,prefecture_city,320000,江苏省,华东,南方地区,无锡,true,B,wuxi,live,
320300,徐州市,,prefecture_city,320000,江苏省,华东,南方地区,徐州,false,B,,placeholder,
320400,常州市,,prefecture_city,320000,江苏省,华东,南方地区,常州,false,B,,placeholder,
320500,苏州市,,prefecture_city,320000,江苏省,华东,南方地区,苏州,true,A,suzhou,live,
320600,南通市,,prefecture_city,320000,江苏省,华东,南方地区,南通,false,B,,placeholder,
320700,连云港市,,prefecture_city,320000,江苏省,华东,南方地区,连云港,false,B,,placeholder,
320800,淮安市,,prefecture_city,320000,江苏省,华东,南方地区,淮安,false,B,,placeholder,
320900,盐城市,,prefecture_city,320000,江苏省,华东,南方地区,盐城,false,B,,placeholder,
321000,扬州市,,prefecture_city,320000,江苏省,华东,南方地区,扬州,false,B,,placeholder,
321100,镇江市,,prefecture_city,320000,江苏省,华东,南方地区,镇江,false,B,,placeholder,
321200,泰州市,,prefecture_city,320000,江苏省,华东,南方地区,泰州,false,B,,placeholder,
321300,宿迁市,,prefecture_city,320000,江苏省,华东,南方地区,宿迁,false,B,,placeholder,
330100,杭州市,,prefecture_city,330000,浙江省,华东,南方地区,杭州,true,S,hangzhou,live,
330200,宁波市,,prefecture_city,330000,浙江省,华东,南方地区,宁波,true,A,ningbo,live,
330300,温州市,,prefecture_city,330000,浙江省,华东,南方地区,温州,false,B,,placeholder,
330400,嘉兴市,,prefecture_city,330000,浙江省,华东,南方地区,嘉兴,false,B,,placeholder,
330500,湖州市,,prefecture_city,330000,浙江省,华东,南方地区,湖州,false,B,,placeholder,
330600,绍兴市,,prefecture_city,330000,浙江省,华东,南方地区,绍兴,false,B,,placeholder,
330700,金华市,,prefecture_city,330000,浙江省,华东,南方地区,金华,false,B,,placeholder,
330800,衢州市,,prefecture_city,330000,浙江省,华东,南方地区,衢州,false,B,,placeholder,
330900,舟山市,,prefecture_city,330000,浙江省,华东,南方地区,舟山,false,B,,placeholder,
331000,台州市,,prefecture_city,330000,浙江省,华东,南方地区,台州,false,B,,placeholder,
331100,丽水市,,prefecture_city,330000,浙江省,华东,南方地区,丽水,false,B,,placeholder,
340100,合肥市,,prefecture_city,340000,安徽省,华东,南方地区,合肥,true,A,hefei,live,
340200,芜湖市,,prefecture_city,340000,安徽省,华东,南方地区,芜湖,true,B,wuhu,live,
340300,蚌埠市,,prefecture_city,340000,安徽省,华东,南方地区,蚌埠,false,B,,placeholder,
340400,淮南市,,prefecture_city,340000,安徽省,华东,南方地区,淮南,false,B,,placeholder,
340500,马鞍山市,,prefecture_city,340000,安徽省,华东,南方地区,马鞍山,false,B,,placeholder,
340600,淮北市,,prefecture_city,340000,安徽省,华东,南方地区,淮北,false,B,,placeholder,
340700,铜陵市,,prefecture_city,340000,安徽省,华东,南方地区,铜陵,false,B,,placeholder,
340800,安庆市,,prefecture_city,340000,安徽省,华东,南方地区,安庆,false,B,,placeholder,
341000,黄山市,,prefecture_city,340000,安徽省,华东,南方地区,黄山,false,B,,placeholder,
341100,滁州市,,prefecture_city,340000,安徽省,华东,南方地区,滁州,false,B,,placeholder,
341200,阜阳市,,prefecture_city,340000,安徽省,华东,南方地区,阜阳,false,B,,placeholder,
341300,宿州市,,prefecture_city,340000,安徽省,华东,南方地区,宿州,false,B,,placeholder,
341500,六安市,,prefecture_city,340000,安徽省,华东,南方地区,六安,false,B,,placeholder,
341600,亳州市,,prefecture_city,340000,安徽省,华东,南方地区,亳州,false,B,,placeholder,
341700,池州市,,prefecture_city,340000,安徽省,华东,南方地区,池州,false,B,,placeholder,
341800,宣城市,,prefecture_city,340000,安徽省,华东,南方地区,宣城,false,B,,placeholder,
350100,福州市,,prefecture_city,350000,福建省,华东,南方地区,福州,true,A,fuzhou,live,
350200,厦门市,,prefecture_city,350000,福建省,华东,南方地区,厦门,true,A,xiamen,live,
350300,莆田市,,prefecture_city,350000,福建省,华东,南方地区,莆田,false,B,,placeholder,
350400,三明市,,prefecture_city,350000,福建省,华东,南方地区,三明,false,B,,placeholder,
350500,泉州市,,prefecture_city,350000,福建省,华东,南方地区,泉州,false,B,,placeholder,
350600,漳州市,,prefecture_city,350000,福建省,华东,南方地区,漳州,false,B,,placeholder,
350700,南平市,,prefecture_city,350000,福建省,华东,南方地区,南平,false,B,,placeholder,
350800,龙岩市,,prefecture_city,350000,福建省,华东,南方地区,龙岩,false,B,,placeholder,
350900,宁德市,,prefecture_city,350000,福建省,华东,南方地区,宁德,false,B,,placeholder,
360100,南昌市,,prefecture_city,360000,江西省,华东,南方地区,南昌,true,A,nanchang,live,
360200,景德镇市,,prefecture_city,360000,江西省,华东,南方地区,景德镇,true,B,jingdezhen,live,
360300,萍乡市,,prefecture_city,360000,江西省,华东,南方地区,萍乡,false,B,,placeholder,
360400,九江市,,prefecture_city,360000,江西省,华东,南方地区,九江,false,B,,placeholder,
360500,新余市,,prefecture_city,360000,江西省,华东,南方地区,新余,false,B,,placeholder,
360600,鹰潭市,,prefecture_city,360000,江西省,华东,南方地区,鹰潭,false,B,,placeholder,
360700,赣州市,,prefecture_city,360000,江西省,华东,南方地区,赣州,false,B,,placeholder,
360800,吉安市,,prefecture_city,360000,江西省,华东,南方地区,吉安,false,B,,placeholder,
360900,宜春市,,prefecture_city,360000,江西省,华东,南方地区,宜春,false,B,,placeholder,
361000,抚州市,,prefecture_city,360000,江西省,华东,南方地区,抚州,false,B,,placeholder,
361100,上饶市,,prefecture_city,360000,江西省,华东,南方地区,上饶,false,B,,placeholder,
370100,济南市,,prefecture_city,370000,山东省,华东,北方地区,济南,true,A,jinan,live,
370200,青岛市,,prefecture_city,370000,山东省,华东,北方地区,青岛,true,A,qingdao,live,
370300,淄博市,,prefecture_city,370000,山东省,华东,北方地区,淄博,false,B,,placeholder,
370400,枣庄市,,prefecture_city,370000,山东省,华东,北方地区,枣庄,false,B,,placeholder,
370500,东营市,,prefecture_city,370000,山东省,华东,北方地区,东营,false,B,,placeholder,
370600,烟台市,,prefecture_city,370000,山东省,华东,北方地区,烟台,false,B,,placeholder,
370700,潍坊市,,prefecture_city,370000,山东省,华东,北方地区,潍坊,false,B,,placeholder,
370800,济宁市,,prefecture_city,370000,山东省,华东,北方地区,济宁,false,B,,placeholder,
370900,泰安市,,prefecture_city,370000,山东省,华东,北方地区,泰安,false,B,,placeholder,
371000,威海市,,prefecture_city,370000,山东省,华东,北方地区,威海,false,B,,placeholder,
371100,日照市,,prefecture_city,370000,山东省,华东,北方地区,日照,false,B,,placeholder,
371300,临沂市,,prefecture_city,370000,山东省,华东,北方地区,临沂,false,B,,placeholder,
371400,德州市,,prefecture_city,370000,山东省,华东,北方地区,德州,false,B,,placeholder,
371500,聊城市,,prefecture_city,370000,山东省,华东,北方地区,聊城,false,B,,placeholder,
371600,滨州市,,prefecture_city,370000,山东省,华东,北方地区,滨州,false,B,,placeholder,
371700,菏泽市,,prefecture_city,370000,山东省,华东,北方地区,菏泽,false,B,,placeholder,
410100,郑州市,,prefecture_city,410000,河南省,华中,北方地区,郑州,true,A,zhengzhou,live,
410200,开封市,,prefecture_city,410000,河南省,华中,北方地区,开封,true,B,kaifeng,live,
410300,洛阳市,,prefecture_city,410000,河南省,华中,北方地区,洛阳,true,B,luoyang,live,
410400,平顶山市,,prefecture_city,410000,河南省,华中,北方地区,平顶山,false,B,,placeholder,
410500,安阳市,,prefecture_city,410000,河南省,华中,北方地区,安阳,false,B,,placeholder,
410600,鹤壁市,,prefecture_city,410000,河南省,华中,北方地区,鹤壁,false,B,,placeholder,
410700,新乡市,,prefecture_city,410000,河南省,华中,北方地区,新乡,false,B,,placeholder,
410800,焦作市,,prefecture_city,410000,河南省,华中,北方地区,焦作,false,B,,placeholder,
410900,濮阳市,,prefecture_city,410000,河南省,华中,北方地区,濮阳,false,B,,placeholder,
411000,许昌市,,prefecture_city,410000,河南省,华中,北方地区,许昌,false,B,,placeholder,
411100,漯河市,,prefecture_city,410000,河南省,华中,北方地区,漯河,false,B,,placeholder,
411200,三门峡市,,prefecture_city,410000,河南省,华中,北方地区,三门峡,false,B,,placeholder,
411300,南阳市,,prefecture_city,410000,河南省,华中,北方地区,南阳,false,B,,placeholder,
411400,商丘市,,prefecture_city,410000,河南省,华中,北方地区,商丘,false,B,,placeholder,
411500,信阳市,,prefecture_city,410000,河南省,华中,北方地区,信阳,false,B,,placeholder,
411600,周口市,,prefecture_city,410000,河南省,华中,北方地区,周口,false,B,,placeholder,
411700,驻马店市,,prefecture_city,410000,河南省,华中,北方地区,驻马店,false,B,,placeholder,
420100,武汉市,,prefecture_city,420000,湖北省,华中,南方地区,武汉,true,A,wuhan,live,
420200,黄石市,,prefecture_city,420000,湖北省,华中,南方地区,黄石,false,B,,placeholder,
420300,十堰市,,prefecture_city,420000,湖北省,华中,南方地区,十堰,false,B,,placeholder,
420500,宜昌市,,prefecture_city,420000,湖北省,华中,南方地区,宜昌,false,B,,placeholder,
420600,襄阳市,,prefecture_city,420000,湖北省,华中,南方地区,襄阳,true,B,xiangyang,live,
420700,鄂州市,,prefecture_city,420000,湖北省,华中,南方地区,鄂州,false,B,,placeholder,
420800,荆门市,,prefecture_city,420000,湖北省,华中,南方地区,荆门,false,B,,placeholder,
420900,孝感市,,prefecture_city,420000,湖北省,华中,南方地区,孝感,false,B,,placeholder,
421000,荆州市,,prefecture_city,420000,湖北省,华中,南方地区,荆州,false,B,,placeholder,
421100,黄冈市,,prefecture_city,420000,湖北省,华中,南方地区,黄冈,false,B,,placeholder,
421200,咸宁市,,prefecture_city,420000,湖北省,华中,南方地区,咸宁,false,B,,placeholder,
421300,随州市,,prefecture_city,420000,湖北省,华中,南方地区,随州,false,B,,placeholder,
422800,恩施土家族苗族自治州,,autonomous_prefecture,420000,湖北省,华中,南方地区,恩施土家族苗,false,C,,placeholder,
430100,长沙市,,prefecture_city,430000,湖南省,华中,南方地区,长沙,true,A,changsha,live,
430200,株洲市,,prefecture_city,430000,湖南省,华中,南方地区,株洲,true,B,zhuzhou,live,
430300,湘潭市,,prefecture_city,430000,湖南省,华中,南方地区,湘潭,false,B,,placeholder,
430400,衡阳市,,prefecture_city,430000,湖南省,华中,南方地区,衡阳,false,B,,placeholder,
430500,邵阳市,,prefecture_city,430000,湖南省,华中,南方地区,邵阳,false,B,,placeholder,
430600,岳阳市,,prefecture_city,430000,湖南省,华中,南方地区,岳阳,false,B,,placeholder,
430700,常德市,,prefecture_city,430000,湖南省,华中,南方地区,常德,false,B,,placeholder,
430800,张家界市,,prefecture_city,430000,湖南省,华中,南方地区,张家界,false,B,,placeholder,
430900,益阳市,,prefecture_city,430000,湖南省,华中,南方地区,益阳,false,B,,placeholder,
431000,郴州市,,prefecture_city,430000,湖南省,华中,南方地区,郴州,false,B,,placeholder,
431100,永州市,,prefecture_city,430000,湖南省,华中,南方地区,永州,false,B,,placeholder,
431200,怀化市,,prefecture_city,430000,湖南省,华中,南方地区,怀化,false,B,,placeholder,
431300,娄底市,,prefecture_city,430000,湖南省,华中,南方地区,娄底,false,B,,placeholder,
433100,湘西土家族苗族自治州,,autonomous_prefecture,430000,湖南省,华中,南方地区,湘西土家族苗,false,C,,placeholder,
440100,广州市,,prefecture_city,440000,广东省,华南,南方地区,广州,true,A,guangzhou,live,
440200,韶关市,,prefecture_city,440000,广东省,华南,南方地区,韶关,false,B,,placeholder,
440300,深圳市,,prefecture_city,440000,广东省,华南,南方地区,深圳,true,A,shenzhen,live,
440400,珠海市,,prefecture_city,440000,广东省,华南,南方地区,珠海,false,B,,placeholder,
440500,汕头市,,prefecture_city,440000,广东省,华南,南方地区,汕头,false,B,,placeholder,
440600,佛山市,,prefecture_city,440000,广东省,华南,南方地区,佛山,true,B,foshan,live,
440700,江门市,,prefecture_city,440000,广东省,华南,南方地区,江门,false,B,,placeholder,
440800,湛江市,,prefecture_city,440000,广东省,华南,南方地区,湛江,false,B,,placeholder,
440900,茂名市,,prefecture_city,440000,广东省,华南,南方地区,茂名,false,B,,placeholder,
441200,肇庆市,,prefecture_city,440000,广东省,华南,南方地区,肇庆,false,B,,placeholder,
441300,惠州市,,prefecture_city,440000,广东省,华南,南方地区,惠州,false,B,,placeholder,
441400,梅州市,,prefecture_city,440000,广东省,华南,南方地区,梅州,false,B,,placeholder,
441500,汕尾市,,prefecture_city,440000,广东省,华南,南方地区,汕尾,false,B,,placeholder,
441600,河源市,,prefecture_city,440000,广东省,华南,南方地区,河源,false,B,,placeholder,
441700,阳江市,,prefecture_city,440000,广东省,华南,南方地区,阳江,false,B,,placeholder,
441800,清远市,,prefecture_city,440000,广东省,华南,南方地区,清远,false,B,,placeholder,
441900,东莞市,,prefecture_city,440000,广东省,华南,南方地区,东莞,false,B,,placeholder,
442000,中山市,,prefecture_city,440000,广东省,华南,南方地区,中山,false,B,,placeholder,
445100,潮州市,,prefecture_city,440000,广东省,华南,南方地区,潮州,false,B,,placeholder,
445200,揭阳市,,prefecture_city,440000,广东省,华南,南方地区,揭阳,false,B,,placeholder,
445300,云浮市,,prefecture_city,440000,广东省,华南,南方地区,云浮,false,B,,placeholder,
450100,南宁市,,prefecture_city,450000,广西壮族自治区,华南,南方地区,南宁,true,A,nanning,live,
450200,柳州市,,prefecture_city,450000,广西壮族自治区,华南,南方地区,柳州,false,B,,placeholder,
450300,桂林市,,prefecture_city,450000,广西壮族自治区,华南,南方地区,桂林,true,B,guilin,live,
450400,梧州市,,prefecture_city,450000,广西壮族自治区,华南,南方地区,梧州,false,B,,placeholder,
450500,北海市,,prefecture_city,450000,广西壮族自治区,华南,南方地区,北海,false,B,,placeholder,
450600,防城港市,,prefecture_city,450000,广西壮族自治区,华南,南方地区,防城港,false,B,,placeholder,
450700,钦州市,,prefecture_city,450000,广西壮族自治区,华南,南方地区,钦州,false,B,,placeholder,
450800,贵港市,,prefecture_city,450000,广西壮族自治区,华南,南方地区,贵港,false,B,,placeholder,
450900,玉林市,,prefecture_city,450000,广西壮族自治区,华南,南方地区,玉林,false,B,,placeholder,
451000,百色市,,prefecture_city,450000,广西壮族自治区,华南,南方地区,百色,false,B,,placeholder,
451100,贺州市,,prefecture_city,450000,广西壮族自治区,华南,南方地区,贺州,false,B,,placeholder,
451200,河池市,,prefecture_city,450000,广西壮族自治区,华南,南方地区,河池,false,B,,placeholder,
451300,来宾市,,prefecture_city,450000,广西壮族自治区,华南,南方地区,来宾,false,B,,placeholder,
451400,崇左市,,prefecture_city,450000,广西壮族自治区,华南,南方地区,崇左,false,B,,placeholder,
460100,海口市,,prefecture_city,460000,海南省,华南,南方地区,海口,true,A,haikou,live,
460200,三亚市,,prefecture_city,460000,海南省,华南,南方地区,三亚,true,B,sanya,live,
460300,三沙市,,prefecture_city,460000,海南省,华南,南方地区,三沙,false,N,,placeholder,
460400,儋州市,,prefecture_city,460000,海南省,华南,南方地区,儋州,false,B,,placeholder,
510100,成都市,,prefecture_city,510000,四川省,西南,南方地区,成都,true,A,chengdu,live,
510300,自贡市,,prefecture_city,510000,四川省,西南,南方地区,自贡,false,B,,placeholder,
510400,攀枝花市,,prefecture_city,510000,四川省,西南,南方地区,攀枝花,false,B,,placeholder,
510500,泸州市,,prefecture_city,510000,四川省,西南,南方地区,泸州,false,B,,placeholder,
510600,德阳市,,prefecture_city,510000,四川省,西南,南方地区,德阳,false,B,,placeholder,
510700,绵阳市,,prefecture_city,510000,四川省,西南,南方地区,绵阳,true,B,mianyang,live,
510800,广元市,,prefecture_city,510000,四川省,西南,南方地区,广元,false,B,,placeholder,
510900,遂宁市,,prefecture_city,510000,四川省,西南,南方地区,遂宁,false,B,,placeholder,
511000,内江市,,prefecture_city,510000,四川省,西南,南方地区,内江,false,B,,placeholder,
511100,乐山市,,prefecture_city,510000,四川省,西南,南方地区,乐山,true,B,leshan,live,
511300,南充市,,prefecture_city,510000,四川省,西南,南方地区,南充,false,B,,placeholder,
511400,眉山市,,prefecture_city,510000,四川省,西南,南方地区,眉山,false,B,,placeholder,
511500,宜宾市,,prefecture_city,510000,四川省,西南,南方地区,宜宾,false,B,,placeholder,
511600,广安市,,prefecture_city,510000,四川省,西南,南方地区,广安,false,B,,placeholder,
511700,达州市,,prefecture_city,510000,四川省,西南,南方地区,达州,false,B,,placeholder,
511800,雅安市,,prefecture_city,510000,四川省,西南,南方地区,雅安,false,B,,placeholder,
511900,巴中市,,prefecture_city,510000,四川省,西南,南方地区,巴中,false,B,,placeholder,
512000,资阳市,,prefecture_city,510000,四川省,西南,南方地区,资阳,false,B,,placeholder,
513200,阿坝藏族羌族自治州,,autonomous_prefecture,510000,四川省,西南,南方地区,阿坝藏族羌,false,C,,placeholder,
513300,甘孜藏族自治州,,autonomous_prefecture,510000,四川省,西南,南方地区,甘孜藏,false,C,,placeholder,
513400,凉山彝族自治州,,autonomous_prefecture,510000,四川省,西南,南方地区,凉山彝,false,C,,placeholder,
520100,贵阳市,,prefecture_city,520000,贵州省,西南,南方地区,贵阳,true,A,guiyang,live,
520200,六盘水市,,prefecture_city,520000,贵州省,西南,南方地区,六盘水,false,B,,placeholder,
520300,遵义市,,prefecture_city,520000,贵州省,西南,南方地区,遵义,true,B,zunyi,live,
520400,安顺市,,prefecture_city,520000,贵州省,西南,南方地区,安顺,false,B,,placeholder,
